idJson,site,title,description,analysis_date,possible_false_positive,provide_api_reference,provide_metadata,provide_descriptive_metadata,provide_data_license_information,provide_data_provenance_information,provide_a_version_indicator,gather_feedback_from_data_consumers,provide_bulk_download,provide_data_up_to_date,use_persistent_URIs_as_identifiers_of_datasets,use_machine_readable_standardized_data_formats,provide_data_in_multiple_formats,cite_the_original_publication
2389,https://dados.es.gov.br/dataset?groups=meio-ambiente&tags=unidades+de+conserva%C3%A7%C3%A3o,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2390,https://dados.es.gov.br/dataset/activity/roubo-em-residencia-jan-e-fev-2023,Fluxo de Atividades - ROUBO EM RESIDENCIA - JAN E FEV 2023  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2391,https://dados.es.gov.br/dataset?tags=pandemia,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2392,https://dados.es.gov.br/dataset?organization=sesa&_res_format_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2393,https://dados.es.gov.br/dataset/instrumentos/resource/eeafa95f-301f-46b2-bf5c-6ee2bc3eac65,Instrumentos  Taximetro  - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
2394,https://dados.es.gov.br/dataset/activity/portal-da-transparencia-bolsa-capixaba,Fluxo de Atividades - [Portal da Transparencia] Bolsa Capixaba  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,0,0,0,0,0,1,0,0
2395,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/252642aa-a279-48d2-ade4-c02a2dbc0936,[Portal da Transparencia] Pessoal  Remuneracoes-08_2009.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2396,https://dados.es.gov.br/dataset/activity/ijsn-servicos,Fluxo de Atividades - [IJSN] Servicos  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,0,0,0,0,0,1,0,0
2397,https://dados.es.gov.br/dataset/groups/publico-assistido-com-e-sem-repeticao,Publico assistido com e sem repeticao  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,https://dados.es.gov.br/dataset?tags=cargos+efetivos+aprovados&organization=incaper-instituto-capixaba-de-pesquisa-assistencia-tecnica-e-extensao-rural,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,https://dados.es.gov.br/dataset?res_format=php&res_format=XML,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/8708a152-7979-48d0-ac81-1ad16577e600,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  OrcamentosExecucoes-2010.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2401,https://dados.es.gov.br/dataset?groups=meio-ambiente,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2402,https://dados.es.gov.br/dataset?tags=PIB+Estadual&tags=Estrutura+Econ%C3%B4mica,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2403,https://dados.es.gov.br/dataset?tags=PROCEDIMENTOS+INSTAURADOS+PELA+PCES+OUTUBRO+2023,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2404,https://dados.es.gov.br/dataset?tags=Estrutura+Econ%C3%B4mica+Economia&_tags_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2405,https://dados.es.gov.br/group/infraestrutura,Infraestrutura - Grupos - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,https://dados.es.gov.br/dataset?organization=sefaz-secretaria-de-estado-da-fazenda&tags=compras+p%C3%BAblicas,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2407,https://dados.es.gov.br/dataset?tags=AG%C3%8ANCIA+DE+TURISMO&groups=turismo,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2408,https://dados.es.gov.br/dataset?organization=ipem-instituto-de-pesos-e-medidas-do-estado-do-espirito-santo&res_format=XML,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2409,https://dados.es.gov.br/dataset/tcees-concessoes-comuns-e-ppp-controle-externo-tce-es,[TCEES] Concessoes comuns e PPP - Controle Externo TCE-ES  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
2410,https://dados.es.gov.br/dataset/portal-da-transparencia-obras/resource/f215a26d-d4b5-4d00-86f8-df8f72f5c86e,[Portal da Transparencia] Obras  SituacoesObras-2007.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2411,https://dados.es.gov.br/dataset/meio-de-hospedagem/resource/5e863764-963e-411f-b9b1-5f53ad6767ae,Prestadores de Servicos Turisticos - Meios de Hospedagem  MEIOS DE HOSPEDAGEM.XLSX - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2412,https://dados.es.gov.br/dataset?tags=PROCEDIMENTOS+INSTAURADOS+PELA+PCES+SETEMBRO+2023,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2413,https://dados.es.gov.br/dataset/relacao-de-convenios-federais-vigentes/resource/a16974e3-bc17-4996-9571-b8923a1eb2f0,Relacao de Convenios Federais Vigentes  CPEADM - CONVENIOS FEDERAIS VIGENTES EM 2020.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,0,0,1,0,0,1,0,1,1,0
2414,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/3739e443-e01e-4eca-bd89-87e42aa50a9d,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  Despesas-2015.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2415,https://dados.es.gov.br/dataset?organization=incaper-instituto-capixaba-de-pesquisa-assistencia-tecnica-e-extensao-rural&_res_format_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,https://dados.es.gov.br/dataset/portal-da-transparencia-despesas-execucao-orcamentaria-e-financeira/resource/d0e5622c-4a21-475e-8b1c-2f26014f62c4,[Portal da Transparencia] Despesas - Execucao orcamentaria e financeira  DiariasJetons-2020.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2417,https://dados.es.gov.br/dataset/roubo-em-residencia-jan-a-set-2023/resource/1625ba2d-8020-4d65-b982-a28c65806e18,ROUBO EM RESIDENCIA - JAN A SET 2023  ROUBO-EM-RESIDENCIA-JAN-A-SET-2023.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2418,https://dados.es.gov.br/dataset?tags=Relat%C3%B3rios+da+LAI,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2419,https://dados.es.gov.br/dataset?organization=incaper-instituto-capixaba-de-pesquisa-assistencia-tecnica-e-extensao-rural&_tags_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,https://dados.es.gov.br/dataset/furto-em-transporte-publico,FURTO EM TRANSPORTE PUBLICO - JAN A SET 2023  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,0,0
2421,https://dados.es.gov.br/dataset/portal-da-transparencia-convenios-do-estado/resource/b4a30848-9a5b-4510-a498-9d3193e99911,[Portal da Transparencia] Convenios do Estado  AditivosConvenios-2023.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2422,https://dados.es.gov.br/dataset/despesas-municipios/resource/30bb9b5f-5ad2-47e6-8e88-745025d0e8a4,[TCEES] Despesas dos municipios capixabas - Controle Externo TCEES  municipios-despesas-2017.zip - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,1,1,0,1,1,0
2423,https://dados.es.gov.br/dataset?organization=policia-civil-es&_groups_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2424,https://dados.es.gov.br/dataset?groups=saude&tags=HEMOES,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2425,https://dados.es.gov.br/dataset?groups=saude&tags=farm%C3%A1cia,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2426,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/6e80a51d-0ad8-48ab-820c-34e2baab96da,[Portal da Transparencia] Patrimonio  Patrimonios-2020.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2427,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/e106cd95-cdee-4121-a1d1-83f5dec99fd7,[Portal da Transparencia] Pessoal  Remuneracoes-10_2016.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2428,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/6cf84464-0f1a-4c5f-b70f-c84c13eb7530,[Portal da Transparencia] Pessoal  Diarias-2011.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2429,https://dados.es.gov.br/dataset/groups/obrigacoes,"[TCEES] Informacoes sobre remessas de dados (obrigacoes, consistencias e unidades gestoras)  Conjuntos de dados - DADOS ABERTOS",Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2430,https://dados.es.gov.br/dataset/quantitativo-de-cargos-ativos/resource/4d1a23ab-bbc3-4a88-9846-b4bff5bbc601,Quantitativo de cargos ativos  GP - QUANTITATIVO DE CARGOS 2020.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,0,0,1,0,0,1,0,1,1,0
2431,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/09e1c7d6-8396-4cba-a0ad-0c287999b213,[Portal da Transparencia] Pessoal  Remuneracoes-02_2018.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2432,https://dados.es.gov.br/dataset/groups/portal-da-transparencia-educacao,[Portal da Transparencia] Educacao  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2433,https://dados.es.gov.br/dataset/groups/ijsn-servicos,[IJSN] Servicos  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2434,https://dados.es.gov.br/dataset/groups/pesquisa-de-avaliacao-do-programa-reflorestar,Pesquisa de avaliacao do programa reflorestar  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2435,https://dados.es.gov.br/dataset/doencas-e-agravos-de-notificacao/resource/8dc4b324-db0c-4b96-bcf6-31f5434767ca,Doencas e Agravos de Notificacao  Sifilis Adquirida - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,0,0
2436,https://dados.es.gov.br/dataset/portal-da-transparencia-pessoal/resource/6bacfd4c-5ebd-42c2-bc09-711b480f9f75,[Portal da Transparencia] Pessoal  Cartoes-1900.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2437,https://dados.es.gov.br/dataset/notas-fiscais-de-compra-do-poder-publico/resource/ff1b65bd-8dd2-4b46-9eba-5cc79942c33f,Notas Fiscais de Compra do Poder Publico  SEFAZ_jul-set_23.xlsx - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2438,https://dados.es.gov.br/dataset?license_id=cc-by&organization=sesa,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2439,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/3e5beb87-cf2a-404e-860a-4dc85a44b380,[Portal da Transparencia] Patrimonio  MovimentacoesPatrimonios-1970.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2440,https://dados.es.gov.br/dataset/quantitativo-de-cargos-ativos,Quantitativo de cargos ativos  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,0,0,1,1,0,1,0,1,1,0
2441,https://dados.es.gov.br/dataset/fundo-estadual-de-recursos-hidricos-e-florestais-do-espirito-santo/resource/cadd2d4c-6cd6-4df6-9cdc-10d5d523e27b,Fundo Estadual de Recursos Hidricos e Florestais do Espirito Santo - FUNDAGUA  Projetos apoiados pelo Fundagua - 2020 e 2021 - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,0,0,1,0,0,1,0,1,0,0
2442,https://dados.es.gov.br/dataset/observatorio-mulheres-lideranca-e-participacao-politica,Observatorio MulherES  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,1,0
2443,https://dados.es.gov.br/organization/sedh-secretaria-de-estado-de-direitos-humanos,SEDH - Secretaria de Estado de Direitos Humanos - Organizacoes - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,https://dados.es.gov.br/dataset?res_format=XLSX&res_format=XML,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2445,https://dados.es.gov.br/dataset?tags=ipem&res_format=XML,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2446,https://dados.es.gov.br/dataset/portal-da-transparencia-convenios-do-estado/resource/502c44af-9a2b-44c1-bb74-1569d4ffd591,[Portal da Transparencia] Convenios do Estado  Convenios-2022.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2447,https://dados.es.gov.br/dataset/portal-da-transparencia-contratos/resource/68e97349-c39e-452d-acc8-6ff8b9c67bf8,[Portal da Transparencia] Contratos  Empenhos-2009.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2448,https://dados.es.gov.br/dataset/portal-da-transparencia-receitas/resource/d2423087-21bf-4cb3-b846-2eddb43ee0e4,[Portal da Transparencia] Receitas  receitas2009.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2449,https://dados.es.gov.br/dataset?res_format=XLSX&page=1,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2450,https://dados.es.gov.br/dataset?license_id=cc-by&page=3,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2451,https://dados.es.gov.br/dataset/portal-da-transparencia-cartao-de-suprimento-de-fundos/resource/84b31fdb-00bf-4dbb-a1ad-d8330ee282d1,[Portal da Transparencia] Cartao de Suprimento de Fundos  Cartoes-2010.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2452,https://dados.es.gov.br/dataset/portal-da-transparencia-convenios-do-estado/resource/bc7dfb4d-4989-4df8-a325-a8703cdc91b2,[Portal da Transparencia] Convenios do Estado  Convenios-2017.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2453,https://dados.es.gov.br/dataset/portal-da-transparencia-obras/resource/26eaa00f-c571-4b85-96d6-bc1d26169617,[Portal da Transparencia] Obras  SituacoesObras-2014.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2454,https://dados.es.gov.br/dataset?_organization_limit=0&groups=transportes-e-mobilidade,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2455,https://dados.es.gov.br/dataset/julgamento-de-contas/resource/f4aecbe8-d10b-4e51-afd8-ba5c3f0855c6,Julgamento de contas  Julgamento de contas - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
2456,https://dados.es.gov.br/dataset?tags=BAR+E+SIMILARES&groups=turismo,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2457,https://dados.es.gov.br/dataset?tags=Desigualdade+Social&tags=Juventude,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2458,https://dados.es.gov.br/dataset/activity/procedimentos-correcionais-2023,Fluxo de Atividades - Procedimentos Correcionais 2023  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2459,https://dados.es.gov.br/dataset?license_id=cc-by,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2460,https://dados.es.gov.br/dataset/groups/ijsn-pib-dos-municipios,[IJSN] PIB dos Municipios  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2461,https://dados.es.gov.br/dataset/painel-de-conjuntura-economica/resource/b1113d4f-f3cc-4b49-a94c-c631791f8721,Painel de Conjuntura Economica  Base de dados sobre Industria - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,0,0
2462,https://dados.es.gov.br/dataset?groups=saude&tags=sa%C3%BAde,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2463,https://dados.es.gov.br/dataset/locadora-de-veiculos-para-turistas,Prestadores de Servicos Turisticos - Locadoras de Veiculos para Turistas  Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,1,0,1,0,1,0,0
2464,https://dados.es.gov.br/dataset/portal-da-transparencia-patrimonio/resource/1410847f-0ad0-4756-90e5-d5fa6ea2f37b,[Portal da Transparencia] Patrimonio  MovimentacoesPatrimonios-2010.csv - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,0,0,1,1,1,0,1,0,0,1,0,1,1,0
2465,https://dados.es.gov.br/dataset?tags=Arquivologia&_tags_limit=0,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2466,https://dados.es.gov.br/dataset?_res_format_limit=0&page=7,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2467,https://dados.es.gov.br/dataset?groups=economia&tags=Economia,Conjuntos de dados - DADOS ABERTOS,Plataforma online com o objetivo de facilitar o acesso aos dados gerados pelos orgaos do Governo do Estado do Espirito Santo,06/02/2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0
